claim_id,paper_location,value,numerator,denominator,source,key,generator,status
BINDING-QWEN-AUTH,Results / binding-problem table,0.5648148148148148,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=local_qwen_self_audit].authorization_sensitivity,run_hard_guard_robustness.py,verified
BINDING-QWEN-RESOURCE,Results / binding-problem table,0.29166666666666663,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=local_qwen_self_audit].resource_awareness,run_hard_guard_robustness.py,verified
BINDING-QWEN-UPA,Results / binding-problem table,0.003787878787878788,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=local_qwen_self_audit].unsafe_pre_allow,run_hard_guard_robustness.py,verified
BINDING-TS-GUARD-EFFECT,Results / binding-problem table,0.625,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=ts_guard_official_counterfactual_stress].effect_sensitivity,run_hard_guard_robustness.py,verified
BINDING-TS-GUARD-AUTH,Results / binding-problem table,0.7638888888888888,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=ts_guard_official_counterfactual_stress].authorization_sensitivity,run_hard_guard_robustness.py,verified
BINDING-TS-GUARD-RESOURCE,Results / binding-problem table,0.8333333333333334,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=ts_guard_official_counterfactual_stress].resource_awareness,run_hard_guard_robustness.py,verified
BINDING-TS-GUARD-UPA,Results / binding-problem table,0.1590909090909091,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=ts_guard_official_counterfactual_stress].unsafe_pre_allow,run_hard_guard_robustness.py,verified
BINDING-SAFIRON-EFFECT,Results / binding-problem table,1.0,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=safiron_official_counterfactual_stress].effect_sensitivity,run_hard_guard_robustness.py,verified
BINDING-SAFIRON-AUTH,Results / binding-problem table,0.08796296296296297,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=safiron_official_counterfactual_stress].authorization_sensitivity,run_hard_guard_robustness.py,verified
BINDING-SAFIRON-RESOURCE,Results / binding-problem table,0.16666666666666663,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=safiron_official_counterfactual_stress].resource_awareness,run_hard_guard_robustness.py,verified
BINDING-SAFIRON-UPA,Results / binding-problem table,0.5454545454545454,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=safiron_official_counterfactual_stress].unsafe_pre_allow,run_hard_guard_robustness.py,verified
STRESS-UNIFIED-ROWS,Results / binding-problem table,822,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/reproduced-e48-main-table.json,methods.effect_binding_guard_full.overall.n_rows,run_hard_guard_robustness.py,verified
STRESS-UNIFIED-UPA,Appendix / controlled monitor stresses,0.03611111111111111,13,360,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/reproduced-e48-main-table.json,methods.effect_binding_guard_full.overall.unsafe_pre_allow.rate,run_hard_guard_robustness.py,verified
STRESS-UNIFIED-FD,Appendix / controlled monitor stresses,0.06493506493506493,30,462,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/reproduced-e48-main-table.json,methods.effect_binding_guard_full.overall.safe_false_deny.rate,run_hard_guard_robustness.py,verified
STRESS-UNIFIED-COVERAGE,Appendix / controlled monitor stresses,0.9172749391727494,754,822,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/reproduced-e48-main-table.json,methods.effect_binding_guard_full.overall.coverage.rate,run_hard_guard_robustness.py,verified
STRESS-RESOURCE-AUTH-ROWS,Results / binding-problem table,240,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.effect_binding_guard_full.overall.n_rows,run_hard_guard_robustness.py,verified
STRESS-RESOURCE-AUTH-UPA,Appendix / controlled monitor stresses,0.38333333333333336,46,120,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.effect_binding_guard_full.overall.unsafe_pre_allow.rate,run_hard_guard_robustness.py,verified
STRESS-RESOURCE-AUTH-FD,Appendix / controlled monitor stresses,0.0,0,120,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.effect_binding_guard_full.overall.safe_false_deny.rate,run_hard_guard_robustness.py,verified
STRESS-RESOURCE-AUTH-COVERAGE,Appendix / controlled monitor stresses,0.9208333333333333,221,240,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.effect_binding_guard_full.overall.coverage.rate,run_hard_guard_robustness.py,verified
STRESS-NO-RESOURCE-ROWS,Results / binding-problem table,240,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.full_without_resource_match.overall.n_rows,run_hard_guard_robustness.py,verified
STRESS-NO-RESOURCE-UPA,Appendix / controlled monitor stresses,0.6166666666666667,74,120,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.full_without_resource_match.overall.unsafe_pre_allow.rate,run_hard_guard_robustness.py,verified
STRESS-NO-RESOURCE-FD,Appendix / controlled monitor stresses,0.0,0,120,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.full_without_resource_match.overall.safe_false_deny.rate,run_hard_guard_robustness.py,verified
STRESS-NO-RESOURCE-COVERAGE,Appendix / controlled monitor stresses,0.9375,225,240,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.full_without_resource_match.overall.coverage.rate,run_hard_guard_robustness.py,verified
STRESS-NO-AUTH-ROWS,Results / binding-problem table,240,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.full_without_authorization_match.overall.n_rows,run_hard_guard_robustness.py,verified
STRESS-NO-AUTH-UPA,Appendix / controlled monitor stresses,0.8916666666666667,107,120,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.full_without_authorization_match.overall.unsafe_pre_allow.rate,run_hard_guard_robustness.py,verified
STRESS-NO-AUTH-FD,Appendix / controlled monitor stresses,0.0,0,120,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.full_without_authorization_match.overall.safe_false_deny.rate,run_hard_guard_robustness.py,verified
STRESS-NO-AUTH-COVERAGE,Appendix / controlled monitor stresses,0.9208333333333333,221,240,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.full_without_authorization_match.overall.coverage.rate,run_hard_guard_robustness.py,verified
STRESS-PROVENANCE-ROWS,Results / binding-problem table,336,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/control-provenance-stress.json,methods.effect_binding_guard_full.overall.n_rows,run_hard_guard_robustness.py,verified
STRESS-PROVENANCE-UPA,Appendix / controlled monitor stresses,0.0,0,144,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/control-provenance-stress.json,methods.effect_binding_guard_full.overall.unsafe_pre_allow.rate,run_hard_guard_robustness.py,verified
STRESS-PROVENANCE-FD,Appendix / controlled monitor stresses,0.1875,36,192,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/control-provenance-stress.json,methods.effect_binding_guard_full.overall.safe_false_deny.rate,run_hard_guard_robustness.py,verified
STRESS-PROVENANCE-COVERAGE,Appendix / controlled monitor stresses,0.5446428571428571,183,336,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/control-provenance-stress.json,methods.effect_binding_guard_full.overall.coverage.rate,run_hard_guard_robustness.py,verified
COLLISION-UNIFIED-TOOL_NAME-MIXED,Results / representation-collision table,45,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=tool_name].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-UNIFIED-TOOL_NAME-ERROR-LB,Results / representation-collision table,96,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=tool_name].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
COLLISION-UNIFIED-IDEAL_EFFECT-MIXED,Results / representation-collision table,35,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=ideal_effect].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-UNIFIED-IDEAL_EFFECT-ERROR-LB,Results / representation-collision table,48,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=ideal_effect].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
COLLISION-UNIFIED-IDEAL_EFFECT_RESOURCE-MIXED,Results / representation-collision table,0,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=ideal_effect_resource].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-UNIFIED-IDEAL_EFFECT_RESOURCE-ERROR-LB,Results / representation-collision table,0,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=ideal_effect_resource].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
COLLISION-UNIFIED-RULE_EXTRACTED_EFFECT_RESOURCE-MIXED,Results / representation-collision table,30,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=rule_extracted_effect_resource].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-UNIFIED-RULE_EXTRACTED_EFFECT_RESOURCE-ERROR-LB,Results / representation-collision table,43,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=rule_extracted_effect_resource].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
COLLISION-UNIFIED-FULL_GUARD_DECISION_REPRESENTATION-MIXED,Results / representation-collision table,14,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=full_guard_decision_representation].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-UNIFIED-FULL_GUARD_DECISION_REPRESENTATION-ERROR-LB,Results / representation-collision table,18,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=full_guard_decision_representation].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-TOOL_NAME-MIXED,Results / representation-collision table,23,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=tool_name].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-TOOL_NAME-ERROR-LB,Results / representation-collision table,72,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=tool_name].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-IDEAL_EFFECT-MIXED,Results / representation-collision table,22,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=ideal_effect].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-IDEAL_EFFECT-ERROR-LB,Results / representation-collision table,45,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=ideal_effect].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-IDEAL_EFFECT_RESOURCE-MIXED,Results / representation-collision table,0,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=ideal_effect_resource].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-IDEAL_EFFECT_RESOURCE-ERROR-LB,Results / representation-collision table,0,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=ideal_effect_resource].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-RULE_EXTRACTED_EFFECT_RESOURCE-MIXED,Results / representation-collision table,8,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=rule_extracted_effect_resource].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-RULE_EXTRACTED_EFFECT_RESOURCE-ERROR-LB,Results / representation-collision table,10,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=rule_extracted_effect_resource].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-FULL_GUARD_DECISION_REPRESENTATION-MIXED,Results / representation-collision table,8,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=full_guard_decision_representation].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-FULL_GUARD_DECISION_REPRESENTATION-ERROR-LB,Results / representation-collision table,11,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=full_guard_decision_representation].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
FINITE-TOOL_NAME-MIXED,Results / representation-collision table,5,,,experiments/human-authority-and-causal-validation/results/finite-domain-effect-binding-validation/finite-domain-validation-report.json,representations[representation=tool_name].authorization_collision_cells,run_finite_domain_effect_binding_validation.py,verified
FINITE-TOOL_NAME-PAIRS,Results / representation-collision table,564,,,experiments/human-authority-and-causal-validation/results/finite-domain-effect-binding-validation/finite-domain-validation-report.json,representations[representation=tool_name].authorization_separating_pairs,run_finite_domain_effect_binding_validation.py,verified
FINITE-SOURCE_EFFECT_ONLY-MIXED,Results / representation-collision table,6,,,experiments/human-authority-and-causal-validation/results/finite-domain-effect-binding-validation/finite-domain-validation-report.json,representations[representation=source_effect_only].authorization_collision_cells,run_finite_domain_effect_binding_validation.py,verified
FINITE-SOURCE_EFFECT_ONLY-PAIRS,Results / representation-collision table,548,,,experiments/human-authority-and-causal-validation/results/finite-domain-effect-binding-validation/finite-domain-validation-report.json,representations[representation=source_effect_only].authorization_separating_pairs,run_finite_domain_effect_binding_validation.py,verified
FINITE-SOURCE_COMMON_FIELDS-MIXED,Results / representation-collision table,5,,,experiments/human-authority-and-causal-validation/results/finite-domain-effect-binding-validation/finite-domain-validation-report.json,representations[representation=source_common_fields].authorization_collision_cells,run_finite_domain_effect_binding_validation.py,verified
FINITE-SOURCE_COMMON_FIELDS-PAIRS,Results / representation-collision table,118,,,experiments/human-authority-and-causal-validation/results/finite-domain-effect-binding-validation/finite-domain-validation-report.json,representations[representation=source_common_fields].authorization_separating_pairs,run_finite_domain_effect_binding_validation.py,verified
FINITE-REVIEWED_COMMON_CONTRACT-MIXED,Results / representation-collision table,5,,,experiments/human-authority-and-causal-validation/results/finite-domain-effect-binding-validation/finite-domain-validation-report.json,representations[representation=reviewed_common_contract].authorization_collision_cells,run_finite_domain_effect_binding_validation.py,verified
FINITE-REVIEWED_COMMON_CONTRACT-PAIRS,Results / representation-collision table,118,,,experiments/human-authority-and-causal-validation/results/finite-domain-effect-binding-validation/finite-domain-validation-report.json,representations[representation=reviewed_common_contract].authorization_separating_pairs,run_finite_domain_effect_binding_validation.py,verified
FINITE-REVIEWED_TYPED_CONTRACT-MIXED,Results / representation-collision table,0,,,experiments/human-authority-and-causal-validation/results/finite-domain-effect-binding-validation/finite-domain-validation-report.json,representations[representation=reviewed_typed_contract].authorization_collision_cells,run_finite_domain_effect_binding_validation.py,verified
FINITE-REVIEWED_TYPED_CONTRACT-PAIRS,Results / representation-collision table,0,,,experiments/human-authority-and-causal-validation/results/finite-domain-effect-binding-validation/finite-domain-validation-report.json,representations[representation=reviewed_typed_contract].authorization_separating_pairs,run_finite_domain_effect_binding_validation.py,verified
FINITE-SOURCE_FULL_EFFECT-MIXED,Results / representation-collision table,0,,,experiments/human-authority-and-causal-validation/results/finite-domain-effect-binding-validation/finite-domain-validation-report.json,representations[representation=source_full_effect].authorization_collision_cells,run_finite_domain_effect_binding_validation.py,verified
FINITE-SOURCE_FULL_EFFECT-PAIRS,Results / representation-collision table,0,,,experiments/human-authority-and-causal-validation/results/finite-domain-effect-binding-validation/finite-domain-validation-report.json,representations[representation=source_full_effect].authorization_separating_pairs,run_finite_domain_effect_binding_validation.py,verified
REFINEMENT-TRAJECTORY,Results / refinement paragraph,"124,60,28,12,4,0",,,experiments/security-analysis-ablation-and-overhead/results/refinement-monotonicity-check/refinement-monotonicity-report.json,trajectory[*].separating_pairs,run_refinement_monotonicity_check.py,verified
REFINEMENT-LATTICE-VIOLATIONS,Results / refinement paragraph,0,,,experiments/security-analysis-ablation-and-overhead/results/refinement-monotonicity-check/refinement-monotonicity-report.json,lattice.refinement_violations,run_refinement_monotonicity_check.py,verified
REFINEMENT-VERTICES,Results / refinement paragraph,32,,,experiments/security-analysis-ablation-and-overhead/results/refinement-monotonicity-check/refinement-monotonicity-report.json,lattice.vertices,run_refinement_monotonicity_check.py,verified
REFINEMENT-COMPARABLE-EDGES,Results / refinement paragraph,211,,,experiments/security-analysis-ablation-and-overhead/results/refinement-monotonicity-check/refinement-monotonicity-report.json,lattice.comparable_pairs,run_refinement_monotonicity_check.py,verified
PROJECTION-COMMON-CASES,Results / counterfactual-registration paragraph,80,,,paper/current-usenix/reproduction/sanitized_fixed_support.json,projection_validation.eight_field_projection.n_cases,extract_sanitized_fixed_support.py,verified
PROJECTION-COMMON-GAPS,Results / counterfactual-registration paragraph,15,,,paper/current-usenix/reproduction/sanitized_fixed_support.json,projection_validation.eight_field_projection.mediation_gaps,extract_sanitized_fixed_support.py,verified
INITIAL-DESCRIPTOR-TOOLS,Method / offline registration,25,,,paper/current-usenix/reproduction/sanitized_fixed_support.json,descriptor_registration.n_registered_tools,extract_sanitized_fixed_support.py,verified
INITIAL-DESCRIPTOR-FIELDS,Method / offline registration,67,,,paper/current-usenix/reproduction/sanitized_fixed_support.json,descriptor_registration.n_security_fields,extract_sanitized_fixed_support.py,verified
INITIAL-DESCRIPTOR-CHANGED,Method / offline registration,48,,,paper/current-usenix/reproduction/sanitized_fixed_support.json,descriptor_registration.sandbox_counterfactual_status_counts.effect_changed,extract_sanitized_fixed_support.py,verified
INITIAL-DESCRIPTOR-INVARIANT,Method / offline registration,1,,,paper/current-usenix/reproduction/sanitized_fixed_support.json,descriptor_registration.sandbox_counterfactual_status_counts.effect_invariant,extract_sanitized_fixed_support.py,verified
INITIAL-DESCRIPTOR-EXTERNAL-DESTINATION,Method / offline registration,1,,,paper/current-usenix/reproduction/sanitized_fixed_support.json,descriptor_registration.sandbox_counterfactual_status_counts.external_request_destination_changes,extract_sanitized_fixed_support.py,verified
INITIAL-DESCRIPTOR-UNRESOLVED,Method / offline registration,18,,,paper/current-usenix/reproduction/sanitized_fixed_support.json,descriptor_registration.sandbox_counterfactual_status_counts.unresolved_fail_closed,extract_sanitized_fixed_support.py,verified
INITIAL-DESCRIPTOR-MULTI-STATUS-FIELDS,Method / offline registration,1,,,paper/current-usenix/reproduction/sanitized_fixed_support.json,descriptor_registration.n_multi_status_fields,extract_sanitized_fixed_support.py,verified
TOOLSANDBOX-TOOL_NAME-CELLS,Results / ToolSandbox table,5,,,experiments/human-authority-and-causal-validation/results/heldout-toolsandbox-effect-binding-validation/heldout-validation-report.json,representations[representation=tool_name].n_cells,run_toolsandbox_heldout_validation.py,verified
TOOLSANDBOX-TOOL_NAME-COLLISIONS,Results / ToolSandbox table,5,,,experiments/human-authority-and-causal-validation/results/heldout-toolsandbox-effect-binding-validation/heldout-validation-report.json,representations[representation=tool_name].authorization_collision_cells,run_toolsandbox_heldout_validation.py,verified
TOOLSANDBOX-TOOL_NAME-PAIRS,Results / ToolSandbox table,88,,,experiments/human-authority-and-causal-validation/results/heldout-toolsandbox-effect-binding-validation/heldout-validation-report.json,representations[representation=tool_name].authorization_separating_pairs,run_toolsandbox_heldout_validation.py,verified
TOOLSANDBOX-TOOL_NAME-OVERPARTITION,Results / ToolSandbox table,16,,,experiments/human-authority-and-causal-validation/results/heldout-toolsandbox-effect-binding-validation/heldout-validation-report.json,representations[representation=tool_name].overpartition_pairs,run_toolsandbox_heldout_validation.py,verified
TOOLSANDBOX-COMMON_FIELDS-CELLS,Results / ToolSandbox table,11,,,experiments/human-authority-and-causal-validation/results/heldout-toolsandbox-effect-binding-validation/heldout-validation-report.json,representations[representation=common_fields].n_cells,run_toolsandbox_heldout_validation.py,verified
TOOLSANDBOX-COMMON_FIELDS-COLLISIONS,Results / ToolSandbox table,4,,,experiments/human-authority-and-causal-validation/results/heldout-toolsandbox-effect-binding-validation/heldout-validation-report.json,representations[representation=common_fields].authorization_collision_cells,run_toolsandbox_heldout_validation.py,verified
TOOLSANDBOX-COMMON_FIELDS-PAIRS,Results / ToolSandbox table,41,,,experiments/human-authority-and-causal-validation/results/heldout-toolsandbox-effect-binding-validation/heldout-validation-report.json,representations[representation=common_fields].authorization_separating_pairs,run_toolsandbox_heldout_validation.py,verified
TOOLSANDBOX-COMMON_FIELDS-OVERPARTITION,Results / ToolSandbox table,0,,,experiments/human-authority-and-causal-validation/results/heldout-toolsandbox-effect-binding-validation/heldout-validation-report.json,representations[representation=common_fields].overpartition_pairs,run_toolsandbox_heldout_validation.py,verified
TOOLSANDBOX-TYPED_CONTRACT-CELLS,Results / ToolSandbox table,25,,,experiments/human-authority-and-causal-validation/results/heldout-toolsandbox-effect-binding-validation/heldout-validation-report.json,representations[representation=typed_contract].n_cells,run_toolsandbox_heldout_validation.py,verified
TOOLSANDBOX-TYPED_CONTRACT-COLLISIONS,Results / ToolSandbox table,0,,,experiments/human-authority-and-causal-validation/results/heldout-toolsandbox-effect-binding-validation/heldout-validation-report.json,representations[representation=typed_contract].authorization_collision_cells,run_toolsandbox_heldout_validation.py,verified
TOOLSANDBOX-TYPED_CONTRACT-PAIRS,Results / ToolSandbox table,0,,,experiments/human-authority-and-causal-validation/results/heldout-toolsandbox-effect-binding-validation/heldout-validation-report.json,representations[representation=typed_contract].authorization_separating_pairs,run_toolsandbox_heldout_validation.py,verified
TOOLSANDBOX-TYPED_CONTRACT-OVERPARTITION,Results / ToolSandbox table,0,,,experiments/human-authority-and-causal-validation/results/heldout-toolsandbox-effect-binding-validation/heldout-validation-report.json,representations[representation=typed_contract].overpartition_pairs,run_toolsandbox_heldout_validation.py,verified
TOOLSANDBOX-SOURCE_FULL_EFFECT-CELLS,Results / ToolSandbox table,25,,,experiments/human-authority-and-causal-validation/results/heldout-toolsandbox-effect-binding-validation/heldout-validation-report.json,representations[representation=source_full_effect].n_cells,run_toolsandbox_heldout_validation.py,verified
TOOLSANDBOX-SOURCE_FULL_EFFECT-COLLISIONS,Results / ToolSandbox table,0,,,experiments/human-authority-and-causal-validation/results/heldout-toolsandbox-effect-binding-validation/heldout-validation-report.json,representations[representation=source_full_effect].authorization_collision_cells,run_toolsandbox_heldout_validation.py,verified
TOOLSANDBOX-SOURCE_FULL_EFFECT-PAIRS,Results / ToolSandbox table,0,,,experiments/human-authority-and-causal-validation/results/heldout-toolsandbox-effect-binding-validation/heldout-validation-report.json,representations[representation=source_full_effect].authorization_separating_pairs,run_toolsandbox_heldout_validation.py,verified
TOOLSANDBOX-SOURCE_FULL_EFFECT-OVERPARTITION,Results / ToolSandbox table,0,,,experiments/human-authority-and-causal-validation/results/heldout-toolsandbox-effect-binding-validation/heldout-validation-report.json,representations[representation=source_full_effect].overpartition_pairs,run_toolsandbox_heldout_validation.py,verified
TOOLSANDBOX-WITNESS-CELLS,Results / ToolSandbox paragraph,9,,,experiments/human-authority-and-causal-validation/results/heldout-toolsandbox-effect-binding-validation/heldout-validation-report.json,n_witness_cells,run_toolsandbox_heldout_validation.py,verified
