claim_id,paper_location,value,numerator,denominator,source,key,generator,status
AUTHORITY-VALIDATED_TYPED_EFFECTS-STATE-COLLISIONS,Results / state-dependent authorization,0,0,52,experiments/human-authority-and-causal-validation/results/protocol-separated-authority-representation/report.json,state_dependent.representations.validated_typed_effects.colliding_groups,shared/compatibility/scripts/independent_authority_benchmark/run_experiment.py,verified
PREVALENCE-EFFECTFUL,Results / prevalence table,0.2949852507374631,100,339,experiments/human-authority-and-causal-validation/results/agentdojo-tool-effect-prevalence/agentdojo-tool-effect-prevalence-report.json,prevalence.effectful_call_rate_all_calls,run_agentdojo_tool_effect_prevalence.py,verified
PREVALENCE-COMPOUND,Results / prevalence table,0.17,17,100,experiments/human-authority-and-causal-validation/results/agentdojo-tool-effect-prevalence/agentdojo-tool-effect-prevalence-report.json,prevalence.compound_rate_effectful_calls,run_agentdojo_tool_effect_prevalence.py,verified
PREVALENCE-HETEROGENEOUS,Results / prevalence table,0.13,13,100,experiments/human-authority-and-causal-validation/results/agentdojo-tool-effect-prevalence/agentdojo-tool-effect-prevalence-report.json,prevalence.heterogeneous_rate_effectful_calls,run_agentdojo_tool_effect_prevalence.py,verified
PREVALENCE-MULTI-TARGET,Results / prevalence table,0.07,7,100,experiments/human-authority-and-causal-validation/results/agentdojo-tool-effect-prevalence/agentdojo-tool-effect-prevalence-report.json,prevalence.multi_target_rate_effectful_calls,run_agentdojo_tool_effect_prevalence.py,verified
PREVALENCE-CROSS-SUBSYSTEM,Results / prevalence table,0.13,13,100,experiments/human-authority-and-causal-validation/results/agentdojo-tool-effect-prevalence/agentdojo-tool-effect-prevalence-report.json,prevalence.cross_namespace_rate_effectful_calls,run_agentdojo_tool_effect_prevalence.py,verified
BINDING-TOOL-NAME-EFFECT,Results / binding-problem table,0.0,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=tool_name_rule_proxy].effect_sensitivity,run_hard_guard_robustness.py,verified
BINDING-TOOL-NAME-AUTH,Results / binding-problem table,0.0,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=tool_name_rule_proxy].authorization_sensitivity,run_hard_guard_robustness.py,verified
BINDING-TOOL-NAME-RESOURCE,Results / binding-problem table,0.0,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=tool_name_rule_proxy].resource_awareness,run_hard_guard_robustness.py,verified
BINDING-TOOL-NAME-UPA,Results / binding-problem table,0.2916666666666667,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=tool_name_rule_proxy].unsafe_pre_allow,run_hard_guard_robustness.py,verified
BINDING-QWEN-EFFECT,Results / binding-problem table,0.6666666666666666,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=local_qwen_self_audit].effect_sensitivity,run_hard_guard_robustness.py,verified
BINDING-QWEN-AUTH,Results / binding-problem table,0.5648148148148148,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=local_qwen_self_audit].authorization_sensitivity,run_hard_guard_robustness.py,verified
BINDING-QWEN-RESOURCE,Results / binding-problem table,0.29166666666666663,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=local_qwen_self_audit].resource_awareness,run_hard_guard_robustness.py,verified
BINDING-QWEN-UPA,Results / binding-problem table,0.003787878787878788,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=local_qwen_self_audit].unsafe_pre_allow,run_hard_guard_robustness.py,verified
BINDING-TS-GUARD-EFFECT,Results / binding-problem table,0.625,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=ts_guard_official_counterfactual_stress].effect_sensitivity,run_hard_guard_robustness.py,verified
BINDING-TS-GUARD-AUTH,Results / binding-problem table,0.7638888888888888,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=ts_guard_official_counterfactual_stress].authorization_sensitivity,run_hard_guard_robustness.py,verified
BINDING-TS-GUARD-RESOURCE,Results / binding-problem table,0.8333333333333334,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=ts_guard_official_counterfactual_stress].resource_awareness,run_hard_guard_robustness.py,verified
BINDING-TS-GUARD-UPA,Results / binding-problem table,0.1590909090909091,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=ts_guard_official_counterfactual_stress].unsafe_pre_allow,run_hard_guard_robustness.py,verified
BINDING-SAFIRON-EFFECT,Results / binding-problem table,1.0,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=safiron_official_counterfactual_stress].effect_sensitivity,run_hard_guard_robustness.py,verified
BINDING-SAFIRON-AUTH,Results / binding-problem table,0.08796296296296297,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=safiron_official_counterfactual_stress].authorization_sensitivity,run_hard_guard_robustness.py,verified
BINDING-SAFIRON-RESOURCE,Results / binding-problem table,0.16666666666666663,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=safiron_official_counterfactual_stress].resource_awareness,run_hard_guard_robustness.py,verified
BINDING-SAFIRON-UPA,Results / binding-problem table,0.5454545454545454,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/same-core-comparisons.json,existing_e47_rows[method=safiron_official_counterfactual_stress].unsafe_pre_allow,run_hard_guard_robustness.py,verified
STRESS-UNIFIED-ROWS,Results / binding-problem table,822,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/reproduced-e48-main-table.json,methods.effect_binding_guard_full.overall.n_rows,run_hard_guard_robustness.py,verified
STRESS-UNIFIED-UPA,Appendix / controlled monitor stresses,0.03611111111111111,13,360,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/reproduced-e48-main-table.json,methods.effect_binding_guard_full.overall.unsafe_pre_allow.rate,run_hard_guard_robustness.py,verified
STRESS-UNIFIED-FD,Appendix / controlled monitor stresses,0.06493506493506493,30,462,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/reproduced-e48-main-table.json,methods.effect_binding_guard_full.overall.safe_false_deny.rate,run_hard_guard_robustness.py,verified
STRESS-UNIFIED-COVERAGE,Appendix / controlled monitor stresses,0.9172749391727494,754,822,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/reproduced-e48-main-table.json,methods.effect_binding_guard_full.overall.coverage.rate,run_hard_guard_robustness.py,verified
STRESS-RESOURCE-AUTH-ROWS,Results / binding-problem table,240,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.effect_binding_guard_full.overall.n_rows,run_hard_guard_robustness.py,verified
STRESS-RESOURCE-AUTH-UPA,Appendix / controlled monitor stresses,0.38333333333333336,46,120,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.effect_binding_guard_full.overall.unsafe_pre_allow.rate,run_hard_guard_robustness.py,verified
STRESS-RESOURCE-AUTH-FD,Appendix / controlled monitor stresses,0.0,0,120,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.effect_binding_guard_full.overall.safe_false_deny.rate,run_hard_guard_robustness.py,verified
STRESS-RESOURCE-AUTH-COVERAGE,Appendix / controlled monitor stresses,0.9208333333333333,221,240,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.effect_binding_guard_full.overall.coverage.rate,run_hard_guard_robustness.py,verified
STRESS-NO-RESOURCE-ROWS,Results / binding-problem table,240,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.full_without_resource_match.overall.n_rows,run_hard_guard_robustness.py,verified
STRESS-NO-RESOURCE-UPA,Appendix / controlled monitor stresses,0.6166666666666667,74,120,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.full_without_resource_match.overall.unsafe_pre_allow.rate,run_hard_guard_robustness.py,verified
STRESS-NO-RESOURCE-FD,Appendix / controlled monitor stresses,0.0,0,120,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.full_without_resource_match.overall.safe_false_deny.rate,run_hard_guard_robustness.py,verified
STRESS-NO-RESOURCE-COVERAGE,Appendix / controlled monitor stresses,0.9375,225,240,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.full_without_resource_match.overall.coverage.rate,run_hard_guard_robustness.py,verified
STRESS-NO-AUTH-ROWS,Results / binding-problem table,240,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.full_without_authorization_match.overall.n_rows,run_hard_guard_robustness.py,verified
STRESS-NO-AUTH-UPA,Appendix / controlled monitor stresses,0.8916666666666667,107,120,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.full_without_authorization_match.overall.unsafe_pre_allow.rate,run_hard_guard_robustness.py,verified
STRESS-NO-AUTH-FD,Appendix / controlled monitor stresses,0.0,0,120,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.full_without_authorization_match.overall.safe_false_deny.rate,run_hard_guard_robustness.py,verified
STRESS-NO-AUTH-COVERAGE,Appendix / controlled monitor stresses,0.9208333333333333,221,240,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/resource-authorization-stress.json,methods.full_without_authorization_match.overall.coverage.rate,run_hard_guard_robustness.py,verified
STRESS-PROVENANCE-ROWS,Results / binding-problem table,336,,,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/control-provenance-stress.json,methods.effect_binding_guard_full.overall.n_rows,run_hard_guard_robustness.py,verified
STRESS-PROVENANCE-UPA,Appendix / controlled monitor stresses,0.0,0,144,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/control-provenance-stress.json,methods.effect_binding_guard_full.overall.unsafe_pre_allow.rate,run_hard_guard_robustness.py,verified
STRESS-PROVENANCE-FD,Appendix / controlled monitor stresses,0.1875,36,192,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/control-provenance-stress.json,methods.effect_binding_guard_full.overall.safe_false_deny.rate,run_hard_guard_robustness.py,verified
STRESS-PROVENANCE-COVERAGE,Appendix / controlled monitor stresses,0.5446428571428571,183,336,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/control-provenance-stress.json,methods.effect_binding_guard_full.overall.coverage.rate,run_hard_guard_robustness.py,verified
COLLISION-UNIFIED-TOOL_NAME-MIXED,Results / representation-collision table,45,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=tool_name].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-UNIFIED-TOOL_NAME-ERROR-LB,Results / representation-collision table,96,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=tool_name].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
COLLISION-UNIFIED-IDEAL_EFFECT-MIXED,Results / representation-collision table,35,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=ideal_effect].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-UNIFIED-IDEAL_EFFECT-ERROR-LB,Results / representation-collision table,48,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=ideal_effect].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
COLLISION-UNIFIED-IDEAL_EFFECT_RESOURCE-MIXED,Results / representation-collision table,0,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=ideal_effect_resource].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-UNIFIED-IDEAL_EFFECT_RESOURCE-ERROR-LB,Results / representation-collision table,0,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=ideal_effect_resource].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
COLLISION-UNIFIED-RULE_EXTRACTED_EFFECT_RESOURCE-MIXED,Results / representation-collision table,30,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=rule_extracted_effect_resource].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-UNIFIED-RULE_EXTRACTED_EFFECT_RESOURCE-ERROR-LB,Results / representation-collision table,43,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=rule_extracted_effect_resource].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
COLLISION-UNIFIED-FULL_GUARD_DECISION_REPRESENTATION-MIXED,Results / representation-collision table,14,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=full_guard_decision_representation].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-UNIFIED-FULL_GUARD_DECISION_REPRESENTATION-ERROR-LB,Results / representation-collision table,18,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E48-explicit-authority-subset].representations[representation_name=full_guard_decision_representation].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-TOOL_NAME-MIXED,Results / representation-collision table,23,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=tool_name].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-TOOL_NAME-ERROR-LB,Results / representation-collision table,72,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=tool_name].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-IDEAL_EFFECT-MIXED,Results / representation-collision table,22,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=ideal_effect].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-IDEAL_EFFECT-ERROR-LB,Results / representation-collision table,45,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=ideal_effect].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-IDEAL_EFFECT_RESOURCE-MIXED,Results / representation-collision table,0,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=ideal_effect_resource].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-IDEAL_EFFECT_RESOURCE-ERROR-LB,Results / representation-collision table,0,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=ideal_effect_resource].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-RULE_EXTRACTED_EFFECT_RESOURCE-MIXED,Results / representation-collision table,8,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=rule_extracted_effect_resource].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-RULE_EXTRACTED_EFFECT_RESOURCE-ERROR-LB,Results / representation-collision table,10,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=rule_extracted_effect_resource].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-FULL_GUARD_DECISION_REPRESENTATION-MIXED,Results / representation-collision table,8,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=full_guard_decision_representation].n_mixed_authorization_cells,run_authorization_collision_audit.py,verified
COLLISION-REPAIRED-FULL_GUARD_DECISION_REPRESENTATION-ERROR-LB,Results / representation-collision table,11,,,experiments/binding-failure-and-granularity/results/authorization-separating-collision-audit/collision-audit-report.json,datasets[dataset=E50-repaired-resource-authorization].representations[representation_name=full_guard_decision_representation].unit_cost_collision_lower_bound,run_authorization_collision_audit.py,verified
