claim_id,metric,value,source,key,paper_location,status
E47-TSGUARD-RESOURCE_AWARENESS,resource_awareness,0.8333333333333334,experiments/binding-failure-and-granularity/results/cross-method-binding-stress/tool-effect-fragmentation-capability-matrix-phase6.json,main_matrix[method=ts_guard_official_counterfactual_stress].resource_awareness,Results / controlled problem characterization table,verified
E47-TSGUARD-UNSAFE_PRE_ALLOW,unsafe_pre_allow,0.1590909090909091,experiments/binding-failure-and-granularity/results/cross-method-binding-stress/tool-effect-fragmentation-capability-matrix-phase6.json,main_matrix[method=ts_guard_official_counterfactual_stress].unsafe_pre_allow,Results / controlled problem characterization table,verified
E47-TSGUARD-SAFE_FALSE_DENY,safe_false_deny,0.08712121212121211,experiments/binding-failure-and-granularity/results/cross-method-binding-stress/tool-effect-fragmentation-capability-matrix-phase6.json,main_matrix[method=ts_guard_official_counterfactual_stress].safe_false_deny,Results / controlled problem characterization table,verified
E47-SAFIRON-EFFECT_SENSITIVITY,effect_sensitivity,1.0,experiments/binding-failure-and-granularity/results/cross-method-binding-stress/tool-effect-fragmentation-capability-matrix-phase6.json,main_matrix[method=safiron_official_counterfactual_stress].effect_sensitivity,Results / controlled problem characterization table,verified
E47-SAFIRON-AUTHORIZATION_SENSITIVITY,authorization_sensitivity,0.08796296296296297,experiments/binding-failure-and-granularity/results/cross-method-binding-stress/tool-effect-fragmentation-capability-matrix-phase6.json,main_matrix[method=safiron_official_counterfactual_stress].authorization_sensitivity,Results / controlled problem characterization table,verified
E47-SAFIRON-RESOURCE_AWARENESS,resource_awareness,0.16666666666666663,experiments/binding-failure-and-granularity/results/cross-method-binding-stress/tool-effect-fragmentation-capability-matrix-phase6.json,main_matrix[method=safiron_official_counterfactual_stress].resource_awareness,Results / controlled problem characterization table,verified
E47-SAFIRON-UNSAFE_PRE_ALLOW,unsafe_pre_allow,0.5454545454545454,experiments/binding-failure-and-granularity/results/cross-method-binding-stress/tool-effect-fragmentation-capability-matrix-phase6.json,main_matrix[method=safiron_official_counterfactual_stress].unsafe_pre_allow,Results / controlled problem characterization table,verified
E47-SAFIRON-SAFE_FALSE_DENY,safe_false_deny,0.37121212121212116,experiments/binding-failure-and-granularity/results/cross-method-binding-stress/tool-effect-fragmentation-capability-matrix-phase6.json,main_matrix[method=safiron_official_counterfactual_stress].safe_false_deny,Results / controlled problem characterization table,verified
E48-FULL-UNSAFE_PRE_ALLOW,unsafe_pre_allow,0.03611111111111111,experiments/binding-failure-and-granularity/results/effect-resource-tuple-guard/tuple-guard-results.json,methods.effect_binding_guard_full.overall.unsafe_pre_allow.rate,Experimental Setup / Results / controlled problem characterization table,verified
E48-FULL-SAFE_FALSE_DENY,safe_false_deny,0.06493506493506493,experiments/binding-failure-and-granularity/results/effect-resource-tuple-guard/tuple-guard-results.json,methods.effect_binding_guard_full.overall.safe_false_deny.rate,Experimental Setup / Results / controlled problem characterization table,verified
E48-FULL-COVERAGE,coverage,0.9172749391727494,experiments/binding-failure-and-granularity/results/effect-resource-tuple-guard/tuple-guard-results.json,methods.effect_binding_guard_full.overall.coverage.rate,Experimental Setup / Results / controlled problem characterization table,verified
E48-PAIR-RELATION,group_bootstrap_pair_relation_accuracy,0.8515700483091788,experiments/binding-failure-and-granularity/results/effect-resource-tuple-guard/tuple-guard-results.json,methods.effect_binding_guard_full.pair_metrics.pair_relation_accuracy.rate,Experimental Setup,verified
E50-RA-FULL-UNSAFE_PRE_ALLOW,unsafe_pre_allow,0.38333333333333336,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/hard-guard-robustness-results.json,resource_authorization_stress.methods.effect_binding_guard_full.overall.unsafe_pre_allow.rate,Experimental Setup / Results / controlled problem characterization table,verified
E50-RA-FULL-SAFE_FALSE_DENY,safe_false_deny,0.0,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/hard-guard-robustness-results.json,resource_authorization_stress.methods.effect_binding_guard_full.overall.safe_false_deny.rate,Experimental Setup / Results / controlled problem characterization table,verified
E50-RA-FULL-COVERAGE,coverage,0.9208333333333333,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/hard-guard-robustness-results.json,resource_authorization_stress.methods.effect_binding_guard_full.overall.coverage.rate,Experimental Setup / Results / controlled problem characterization table,verified
E50-RA-NO-RESOURCE-UNSAFE_PRE_ALLOW,unsafe_pre_allow,0.6166666666666667,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/hard-guard-robustness-results.json,resource_authorization_stress.methods.full_without_resource_match.overall.unsafe_pre_allow.rate,Experimental Setup / Results / controlled problem characterization table,verified
E50-RA-NO-RESOURCE-SAFE_FALSE_DENY,safe_false_deny,0.0,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/hard-guard-robustness-results.json,resource_authorization_stress.methods.full_without_resource_match.overall.safe_false_deny.rate,Experimental Setup / Results / controlled problem characterization table,verified
E50-RA-NO-RESOURCE-COVERAGE,coverage,0.9375,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/hard-guard-robustness-results.json,resource_authorization_stress.methods.full_without_resource_match.overall.coverage.rate,Experimental Setup / Results / controlled problem characterization table,verified
E50-RA-NO-AUTH-UNSAFE_PRE_ALLOW,unsafe_pre_allow,0.8916666666666667,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/hard-guard-robustness-results.json,resource_authorization_stress.methods.full_without_authorization_match.overall.unsafe_pre_allow.rate,Experimental Setup / Results / controlled problem characterization table,verified
E50-RA-NO-AUTH-SAFE_FALSE_DENY,safe_false_deny,0.0,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/hard-guard-robustness-results.json,resource_authorization_stress.methods.full_without_authorization_match.overall.safe_false_deny.rate,Experimental Setup / Results / controlled problem characterization table,verified
E50-RA-NO-AUTH-COVERAGE,coverage,0.9208333333333333,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/hard-guard-robustness-results.json,resource_authorization_stress.methods.full_without_authorization_match.overall.coverage.rate,Experimental Setup / Results / controlled problem characterization table,verified
E50-PROVENANCE-FULL-UNSAFE_PRE_ALLOW,unsafe_pre_allow,0.0,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/hard-guard-robustness-results.json,control_provenance_stress.methods.effect_binding_guard_full.overall.unsafe_pre_allow.rate,Experimental Setup / Results / controlled problem characterization table,verified
E50-PROVENANCE-FULL-SAFE_FALSE_DENY,safe_false_deny,0.1875,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/hard-guard-robustness-results.json,control_provenance_stress.methods.effect_binding_guard_full.overall.safe_false_deny.rate,Experimental Setup / Results / controlled problem characterization table,verified
E50-PROVENANCE-FULL-COVERAGE,coverage,0.5446428571428571,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/hard-guard-robustness-results.json,control_provenance_stress.methods.effect_binding_guard_full.overall.coverage.rate,Experimental Setup / Results / controlled problem characterization table,verified
E50-NEAR_ALIAS_RESOURCE-UPA,unsafe_pre_allow_count,20/24,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/hard-guard-robustness-results.json,resource_authorization_stress.by_axis.near_alias_resource.effect_binding_guard_full.overall.unsafe_pre_allow,Results,verified
E50-OUT_OF_SCOPE_RESOURCE-UPA,unsafe_pre_allow_count,20/24,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/hard-guard-robustness-results.json,resource_authorization_stress.by_axis.out_of_scope_resource.effect_binding_guard_full.overall.unsafe_pre_allow,Results,verified
E50-SAME_RESOURCE_DIFFERENT_EFFECT-UPA,unsafe_pre_allow_count,6/24,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/hard-guard-robustness-results.json,resource_authorization_stress.by_axis.same_resource_different_effect.effect_binding_guard_full.overall.unsafe_pre_allow,Results,verified
E50-AUTHORIZATION_MISSING-UPA,unsafe_pre_allow_count,0/24,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/hard-guard-robustness-results.json,resource_authorization_stress.by_axis.authorization_missing.effect_binding_guard_full.overall.unsafe_pre_allow,Results,verified
E50-COMMIT_NOT_AUTHORIZED-UPA,unsafe_pre_allow_count,0/24,experiments/binding-failure-and-granularity/results/hard-guard-granularity-stress/hard-guard-robustness-results.json,resource_authorization_stress.by_axis.commit_not_authorized.effect_binding_guard_full.overall.unsafe_pre_allow,Results,verified
E78-NOGUARD-BU,benign_utility_rate,0.6494845360824743,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_local_no_guard].benign_utility_rate,Abstract / Results / common-checkpoint baseline table,verified
E78-NOGUARD-UA,attack_utility_rate,0.5502392344497608,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_local_no_guard].attack_utility_rate,Abstract / Results / common-checkpoint baseline table,verified
E78-NOGUARD-ASR,attack_success_rate,0.0861244019138756,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_local_no_guard].attack_success_rate,Abstract / Results / common-checkpoint baseline table,verified
E78-NOGUARD-BENIGN-EVALUABLE,n_benign_evaluable,97,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_local_no_guard].n_benign_evaluable,Baseline table / Limitations,verified
E78-NOGUARD-ATTACK-EVALUABLE,n_attack_evaluable,627,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_local_no_guard].n_attack_evaluable,Baseline table / Limitations,verified
E78-MELON-BU,benign_utility_rate,0.6354166666666666,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_melon_local].benign_utility_rate,Abstract / Results / common-checkpoint baseline table,verified
E78-MELON-UA,attack_utility_rate,0.5422647527910686,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_melon_local].attack_utility_rate,Abstract / Results / common-checkpoint baseline table,verified
E78-MELON-ASR,attack_success_rate,0.08931419457735247,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_melon_local].attack_success_rate,Abstract / Results / common-checkpoint baseline table,verified
E78-MELON-BENIGN-EVALUABLE,n_benign_evaluable,96,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_melon_local].n_benign_evaluable,Baseline table / Limitations,verified
E78-MELON-ATTACK-EVALUABLE,n_attack_evaluable,627,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_melon_local].n_attack_evaluable,Baseline table / Limitations,verified
E78-OURS-BU,benign_utility_rate,0.3402061855670103,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_ours_e77_effect_diff_runtime].benign_utility_rate,Abstract / Results / common-checkpoint baseline table,verified
E78-OURS-UA,attack_utility_rate,0.32909379968203495,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_ours_e77_effect_diff_runtime].attack_utility_rate,Abstract / Results / common-checkpoint baseline table,verified
E78-OURS-ASR,attack_success_rate,0.0047694753577106515,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_ours_e77_effect_diff_runtime].attack_success_rate,Abstract / Results / common-checkpoint baseline table,verified
E78-OURS-BENIGN-EVALUABLE,n_benign_evaluable,97,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_ours_e77_effect_diff_runtime].n_benign_evaluable,Baseline table / Limitations,verified
E78-OURS-ATTACK-EVALUABLE,n_attack_evaluable,629,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_ours_e77_effect_diff_runtime].n_attack_evaluable,Baseline table / Limitations,verified
E78-SANDWICH-BU,benign_utility_rate,0.6288659793814433,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_prompt_sandwiching].benign_utility_rate,Abstract / Results / common-checkpoint baseline table,verified
E78-SANDWICH-UA,attack_utility_rate,0.580542264752791,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_prompt_sandwiching].attack_utility_rate,Abstract / Results / common-checkpoint baseline table,verified
E78-SANDWICH-ASR,attack_success_rate,0.012759170653907496,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_prompt_sandwiching].attack_success_rate,Abstract / Results / common-checkpoint baseline table,verified
E78-SANDWICH-BENIGN-EVALUABLE,n_benign_evaluable,97,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_prompt_sandwiching].n_benign_evaluable,Baseline table / Limitations,verified
E78-SANDWICH-ATTACK-EVALUABLE,n_attack_evaluable,627,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_prompt_sandwiching].n_attack_evaluable,Baseline table / Limitations,verified
E78-PROMPTARMOR-BU,benign_utility_rate,0.27835051546391754,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_promptarmor_local].benign_utility_rate,Abstract / Results / common-checkpoint baseline table,verified
E78-PROMPTARMOR-UA,attack_utility_rate,0.21939586645468998,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_promptarmor_local].attack_utility_rate,Abstract / Results / common-checkpoint baseline table,verified
E78-PROMPTARMOR-ASR,attack_success_rate,0.001589825119236884,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_promptarmor_local].attack_success_rate,Abstract / Results / common-checkpoint baseline table,verified
E78-PROMPTARMOR-BENIGN-EVALUABLE,n_benign_evaluable,97,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_promptarmor_local].n_benign_evaluable,Baseline table / Limitations,verified
E78-PROMPTARMOR-ATTACK-EVALUABLE,n_attack_evaluable,629,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_promptarmor_local].n_attack_evaluable,Baseline table / Limitations,verified
E78-SPOTLIGHT-BU,benign_utility_rate,0.6185567010309279,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_spotlighting_with_delimiting].benign_utility_rate,Abstract / Results / common-checkpoint baseline table,verified
E78-SPOTLIGHT-UA,attack_utility_rate,0.5901116427432217,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_spotlighting_with_delimiting].attack_utility_rate,Abstract / Results / common-checkpoint baseline table,verified
E78-SPOTLIGHT-ASR,attack_success_rate,0.07655502392344497,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_spotlighting_with_delimiting].attack_success_rate,Abstract / Results / common-checkpoint baseline table,verified
E78-SPOTLIGHT-BENIGN-EVALUABLE,n_benign_evaluable,97,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_spotlighting_with_delimiting].n_benign_evaluable,Baseline table / Limitations,verified
E78-SPOTLIGHT-ATTACK-EVALUABLE,n_attack_evaluable,627,analysis/results/e78_capacity_matched_comparison.json,metrics[method_id=agentdojo_live_spotlighting_with_delimiting].n_attack_evaluable,Baseline table / Limitations,verified
E78-NON-EVALUABLE,targeted_non_evaluable,9,analysis/results/e78_capacity_matched_comparison.json,targeted_non_evaluable,Experimental Setup / Results / Limitations,verified
E78-OURS-ASR-N-PAIRED,n_paired,627,analysis/results/e78_capacity_matched_statistics.json,comparisons.agentdojo_live_ours_e77_effect_diff_runtime.attack_success.n_paired,Results,verified
E78-OURS-ASR-NO_GUARD_SUCCESSES,no_guard_successes,54,analysis/results/e78_capacity_matched_statistics.json,comparisons.agentdojo_live_ours_e77_effect_diff_runtime.attack_success.no_guard_successes,Abstract / Introduction / Results,verified
E78-OURS-ASR-METHOD_SUCCESSES,method_successes,2,analysis/results/e78_capacity_matched_statistics.json,comparisons.agentdojo_live_ours_e77_effect_diff_runtime.attack_success.method_successes,Abstract / Introduction / Results,verified
E78-OURS-ASR-HOLM_ADJUSTED_P,holm_adjusted_p,7.327471962526033e-14,analysis/results/e78_capacity_matched_statistics.json,comparisons.agentdojo_live_ours_e77_effect_diff_runtime.attack_success.holm_adjusted_p,Abstract / Introduction / Results,verified
E78-OURS-ASR-DELTA,attack_success_difference,-0.08293460925039872,analysis/results/e78_capacity_matched_statistics.json,comparisons.agentdojo_live_ours_e77_effect_diff_runtime.attack_success.paired_bootstrap.difference_method_minus_no_guard,Results,verified
E78-OURS-BU-N-PAIRED,n_paired,97,analysis/results/e78_capacity_matched_statistics.json,comparisons.agentdojo_live_ours_e77_effect_diff_runtime.benign_utility.n_paired,Results,verified
E78-OURS-BU-NO_GUARD_SUCCESSES,no_guard_successes,63,analysis/results/e78_capacity_matched_statistics.json,comparisons.agentdojo_live_ours_e77_effect_diff_runtime.benign_utility.no_guard_successes,Abstract / Introduction / Results,verified
E78-OURS-BU-METHOD_SUCCESSES,method_successes,33,analysis/results/e78_capacity_matched_statistics.json,comparisons.agentdojo_live_ours_e77_effect_diff_runtime.benign_utility.method_successes,Abstract / Introduction / Results,verified
E78-OURS-BU-HOLM_ADJUSTED_P,holm_adjusted_p,4.769623569700343e-05,analysis/results/e78_capacity_matched_statistics.json,comparisons.agentdojo_live_ours_e77_effect_diff_runtime.benign_utility.holm_adjusted_p,Abstract / Introduction / Results,verified
E78-OURS-BU-DELTA,benign_utility_difference,-0.30927835051546393,analysis/results/e78_capacity_matched_statistics.json,comparisons.agentdojo_live_ours_e77_effect_diff_runtime.benign_utility.paired_bootstrap.difference_method_minus_no_guard,Results,verified
E78-OURS-UA-N-PAIRED,n_paired,627,analysis/results/e78_capacity_matched_statistics.json,comparisons.agentdojo_live_ours_e77_effect_diff_runtime.attack_utility.n_paired,Results,verified
E78-OURS-UA-NO_GUARD_SUCCESSES,no_guard_successes,345,analysis/results/e78_capacity_matched_statistics.json,comparisons.agentdojo_live_ours_e77_effect_diff_runtime.attack_utility.no_guard_successes,Abstract / Introduction / Results,verified
E78-OURS-UA-METHOD_SUCCESSES,method_successes,207,analysis/results/e78_capacity_matched_statistics.json,comparisons.agentdojo_live_ours_e77_effect_diff_runtime.attack_utility.method_successes,Abstract / Introduction / Results,verified
E78-OURS-UA-HOLM_ADJUSTED_P,holm_adjusted_p,5.515256908851744e-20,analysis/results/e78_capacity_matched_statistics.json,comparisons.agentdojo_live_ours_e77_effect_diff_runtime.attack_utility.holm_adjusted_p,Abstract / Introduction / Results,verified
E78-OURS-UA-DELTA,attack_utility_difference,-0.22009569377990432,analysis/results/e78_capacity_matched_statistics.json,comparisons.agentdojo_live_ours_e77_effect_diff_runtime.attack_utility.paired_bootstrap.difference_method_minus_no_guard,Results,verified
ATTRIBUTION-ATOM-BENIGN_UTILITY,benign_utility,0.1875,experiments/security-analysis-ablation-and-overhead/results/representation-closed-loop-attribution/closed-loop-attribution-report.json,aggregates[variant=atom_field].benign_utility,Results / granularity-transfer table,verified
ATTRIBUTION-ATOM-ATTACK_UTILITY,attack_utility,0.2087912087912088,experiments/security-analysis-ablation-and-overhead/results/representation-closed-loop-attribution/closed-loop-attribution-report.json,aggregates[variant=atom_field].attack_utility,Results / granularity-transfer table,verified
ATTRIBUTION-ATOM-ATTACK_SUCCESSES,attack_successes,0,experiments/security-analysis-ablation-and-overhead/results/representation-closed-loop-attribution/closed-loop-attribution-report.json,aggregates[variant=atom_field].attack_successes,Results / granularity-transfer table,verified
ATTRIBUTION-ATOM-ATTACK_SUCCESS_RATE,attack_success_rate,0.0,experiments/security-analysis-ablation-and-overhead/results/representation-closed-loop-attribution/closed-loop-attribution-report.json,aggregates[variant=atom_field].attack_success_rate,Results / granularity-transfer table,verified
ATTRIBUTION-CALL-BENIGN_UTILITY,benign_utility,0.1875,experiments/security-analysis-ablation-and-overhead/results/representation-closed-loop-attribution/closed-loop-attribution-report.json,aggregates[variant=tool_call].benign_utility,Results / granularity-transfer table,verified
ATTRIBUTION-CALL-ATTACK_UTILITY,attack_utility,0.1794871794871795,experiments/security-analysis-ablation-and-overhead/results/representation-closed-loop-attribution/closed-loop-attribution-report.json,aggregates[variant=tool_call].attack_utility,Results / granularity-transfer table,verified
ATTRIBUTION-CALL-ATTACK_SUCCESSES,attack_successes,3,experiments/security-analysis-ablation-and-overhead/results/representation-closed-loop-attribution/closed-loop-attribution-report.json,aggregates[variant=tool_call].attack_successes,Results / granularity-transfer table,verified
ATTRIBUTION-CALL-ATTACK_SUCCESS_RATE,attack_success_rate,0.01098901098901099,experiments/security-analysis-ablation-and-overhead/results/representation-closed-loop-attribution/closed-loop-attribution-report.json,aggregates[variant=tool_call].attack_success_rate,Results / granularity-transfer table,verified
E79-NOGUARD-ATTACK_SUCCESSES,attack_successes,95,experiments/long-horizon-transfer/results/long-horizon-cross-environment-transfer/agentlab-saved-transfer-no-guard-results.json,metrics.attack_successes,Abstract / Introduction / Results / transfer table,verified
E79-NOGUARD-ATTACK_SUCCESS_RATE,attack_success_rate,0.31353135313531355,experiments/long-horizon-transfer/results/long-horizon-cross-environment-transfer/agentlab-saved-transfer-no-guard-results.json,metrics.attack_success_rate,Abstract / Introduction / Results / transfer table,verified
E79-NOGUARD-UTILITY_SUCCESSES,utility_successes,180,experiments/long-horizon-transfer/results/long-horizon-cross-environment-transfer/agentlab-saved-transfer-no-guard-results.json,metrics.utility_successes,Abstract / Introduction / Results / transfer table,verified
E79-NOGUARD-UTILITY_RATE,utility_rate,0.594059405940594,experiments/long-horizon-transfer/results/long-horizon-cross-environment-transfer/agentlab-saved-transfer-no-guard-results.json,metrics.utility_rate,Abstract / Introduction / Results / transfer table,verified
E79-OURS-ATTACK_SUCCESSES,attack_successes,0,experiments/long-horizon-transfer/results/long-horizon-cross-environment-transfer/agentlab-saved-transfer-e77-results.json,metrics.attack_successes,Abstract / Introduction / Results / transfer table,verified
E79-OURS-ATTACK_SUCCESS_RATE,attack_success_rate,0.0,experiments/long-horizon-transfer/results/long-horizon-cross-environment-transfer/agentlab-saved-transfer-e77-results.json,metrics.attack_success_rate,Abstract / Introduction / Results / transfer table,verified
E79-OURS-UTILITY_SUCCESSES,utility_successes,87,experiments/long-horizon-transfer/results/long-horizon-cross-environment-transfer/agentlab-saved-transfer-e77-results.json,metrics.utility_successes,Abstract / Introduction / Results / transfer table,verified
E79-OURS-UTILITY_RATE,utility_rate,0.2871287128712871,experiments/long-horizon-transfer/results/long-horizon-cross-environment-transfer/agentlab-saved-transfer-e77-results.json,metrics.utility_rate,Abstract / Introduction / Results / transfer table,verified
E79-OURS-PRECOMMIT-EXACT,signature_multiset_exact_match,True,experiments/long-horizon-transfer/results/long-horizon-cross-environment-transfer/agentlab-saved-transfer-e77-results.json,precommit_mediation.signature_multiset_exact_match,Abstract / Results,verified
E78-OBSERVED-DURATION-ALL-NO_GUARD-MEDIAN_SECONDS,median_seconds,53.272162079811096,experiments/security-analysis-ablation-and-overhead/results/runtime-overhead-measurement/observed-trajectory-overhead-and-recovery.json,duration.all.no_guard.median_seconds,Experimental Setup / Results,verified
E78-OBSERVED-DURATION-ALL-OURS-MEDIAN_SECONDS,median_seconds,85.54312837123871,experiments/security-analysis-ablation-and-overhead/results/runtime-overhead-measurement/observed-trajectory-overhead-and-recovery.json,duration.all.ours.median_seconds,Experimental Setup / Results,verified
E78-OBSERVED-DURATION-ALL-PAIRED-MEDIAN_RATIO,median_ratio,1.3604710145852188,experiments/security-analysis-ablation-and-overhead/results/runtime-overhead-measurement/observed-trajectory-overhead-and-recovery.json,duration.all.paired.median_ratio,Experimental Setup / Results,verified
E78-OBSERVED-RECOVERY-PRECOMMIT_CHECKS,precommit_checks,2930,experiments/security-analysis-ablation-and-overhead/results/runtime-overhead-measurement/observed-trajectory-overhead-and-recovery.json,recovery.precommit_checks,Experimental Setup / Results,verified
E78-OBSERVED-RECOVERY-REVISION_LLM_CALLS,revision_llm_calls,738,experiments/security-analysis-ablation-and-overhead/results/runtime-overhead-measurement/observed-trajectory-overhead-and-recovery.json,recovery.revision_llm_calls,Experimental Setup / Results,verified
E78-OBSERVED-RECOVERY-CHECKS_TRANSITIONED_TO_ALLOW,checks_transitioned_to_allow,32,experiments/security-analysis-ablation-and-overhead/results/runtime-overhead-measurement/observed-trajectory-overhead-and-recovery.json,recovery.checks_transitioned_to_allow,Experimental Setup / Results,verified
E84-REVIEWED,reviewed_rows,97,experiments/human-authority-and-causal-validation/evaluation/authority-manifest-human-review/summary.json,reviewed_rows,Experimental Setup / authority-burden table,verified
E84-ACCEPTED,compiled_trusted_manifests,44,experiments/human-authority-and-causal-validation/evaluation/authority-manifest-human-review/summary.json,compiled_trusted_manifests,Experimental Setup / authority-burden table,verified
